,ave_demand,vlt,vlt_num
1082,0,7 days,7
1083,0,10 days,10
1084,1.838709677,16 days,16
1085,2.258064516,8 days,8
1086,1.322580645,7 days,7
1087,0.806451613,9 days,9
1088,1.548387097,11 days,11
1089,3.838709677,15 days,15
1090,6.677419355,6 days,6
1091,20.41935484,6 days,6
1092,1.4,5 days,5
1093,3.4,11 days,11
1094,1.903225806,23 days,23
1095,0.806451613,7 days,7
1096,3.387096774,10 days,10
1097,7.806451613,6 days,6
1098,8.35483871,12 days,12
1099,3.387096774,7 days,7
1100,7.333333333,6 days,6
1101,2,4 days,4
1102,0.666666667,1 days,1
1103,4.35483871,4 days,4
1104,8.774193548,12 days,12
1105,8.35483871,12 days,12
1106,3.225806452,4 days,4
1107,0.032258065,14 days,14
1108,6.677419355,14 days,14
1109,0.290322581,6 days,6
1110,1.25,8 days,8
1111,1.387096774,10 days,10
1112,23.5483871,6 days,6
1113,11.19354839,8 days,8
1114,2,9 days,9
1115,14.5,7 days,7
1116,11,7 days,7
1117,19.58064516,12 days,12
1118,43.22580645,15 days,15
1119,1,3 days,3
1120,1.129032258,6 days,6
1121,5.419354839,7 days,7
1122,7.032258065,18 days,18
1123,3.451612903,15 days,15
1124,0,12 days,12
1125,1.870967742,15 days,15
1126,1.333333333,5 days,5
1127,2,3 days,3
1128,5.666666667,8 days,8
1129,0.870967742,9 days,9
1130,0,8 days,8
1131,2.225806452,11 days,11
1132,0.806451613,12 days,12
1133,14.38709677,5 days,5
1134,28.09677419,12 days,12
1135,0.75,12 days,12
1136,2.903225806,8 days,8
1137,2.290322581,7 days,7
1138,3.193548387,10 days,10
1139,4.677419355,10 days,10
1140,15.90322581,7 days,7
1141,2.709677419,9 days,9
1142,0,10 days,10
1143,3.612903226,8 days,8
1144,9.612903226,6 days,6
1145,0.709677419,10 days,10
1146,8.64516129,8 days,8
1147,0.64516129,10 days,10
1148,0,24 days,24
1149,5.5,4 days,4
1150,116.7741935,7 days,7
1151,0.774193548,7 days,7
1152,6,8 days,8
1153,0,5 days,5
1154,0,5 days,5
1155,1.666666667,3 days,3
1156,0,4 days,4
1157,0,8 days,8
1158,1.333333333,3 days,3
1159,0,4 days,4
1160,10.93548387,3 days,3
1161,6,7 days,7
1162,0,8 days,8
1163,2.5,7 days,7
1164,18.33333333,6 days,6
1165,1,8 days,8
1166,1,5 days,5
1167,2.451612903,6 days,6
1168,12.77419355,15 days,15
1169,2.290322581,9 days,9
1170,17.83870968,18 days,18
1171,3.064516129,10 days,10
1172,3.483870968,6 days,6
1173,6.612903226,11 days,11
1174,3.5,8 days,8
1175,14.32258065,14 days,14
1176,0.612903226,14 days,14
1177,4.290322581,4 days,4
1178,0.064516129,17 days,17
1179,7.35483871,9 days,9
1180,0.032258065,9 days,9
1181,0.666666667,6 days,6
1182,0.64516129,6 days,6
1183,1.709677419,5 days,5
1184,7.677419355,8 days,8
1185,18.4516129,9 days,9
1186,0.903225806,10 days,10
1187,11.29032258,12 days,12
1188,3,15 days,15
1189,4.5,10 days,10
1190,1.5,4 days,4
1191,1.25,14 days,14
1192,1,8 days,8
1193,0.25,11 days,11
1194,25.19354839,17 days,17
1195,1.64516129,6 days,6
1196,3.064516129,5 days,5
1197,9.870967742,6 days,6
1198,2.483870968,7 days,7
1199,2.322580645,5 days,5
1200,0.096774194,6 days,6
1201,0.612903226,9 days,9
1202,11.29032258,52 days,52
1203,2.193548387,10 days,10
1204,2.419354839,9 days,9
1205,0.935483871,4 days,4
1206,6.161290323,7 days,7
1207,9.129032258,13 days,13
1208,5.967741935,8 days,8
1209,4.161290323,15 days,15
1210,14.41935484,9 days,9
1211,1.741935484,5 days,5
1212,1.5,11 days,11
1213,1.5,10 days,10
1214,0.25,5 days,5
1215,1.870967742,12 days,12
1216,2.193548387,6 days,6
1217,1.258064516,30 days,30
1218,0.8,5 days,5
1219,1.032258065,15 days,15
1220,18.4516129,7 days,7
1221,5.258064516,6 days,6
1222,3.032258065,7 days,7
1223,4.032258065,23 days,23
1224,4.258064516,9 days,9
1225,4.193548387,7 days,7
1226,1.419354839,10 days,10
1227,5,7 days,7
1228,2,9 days,9
1229,8.5,10 days,10
1230,7,5 days,5
1231,1.75,5 days,5
1232,7.129032258,9 days,9
1233,0.75,10 days,10
1234,1,3 days,3
1235,1,9 days,9
1236,6,3 days,3
1237,11,8 days,8
1238,1.967741935,9 days,9
1239,1.387096774,14 days,14
1240,2.193548387,17 days,17
1241,3.580645161,8 days,8
1242,7.580645161,7 days,7
1243,2.35483871,6 days,6
1244,2.580645161,11 days,11
1245,6.935483871,8 days,8
1246,5.451612903,13 days,13
1247,2.8,14 days,14
1248,6.483870968,12 days,12
1249,38.35483871,7 days,7
1250,11.03225806,7 days,7
1251,2.75,9 days,9
1252,2,13 days,13
1253,0,9 days,9
1254,3.064516129,5 days,5
1255,9,8 days,8
1256,5.064516129,14 days,14
1257,1.032258065,7 days,7
1258,1.666666667,9 days,9
1259,5.064516129,17 days,17
1260,1.387096774,8 days,8
1261,67.38709677,11 days,11
1262,2.322580645,6 days,6
1263,4.064516129,3 days,3
1264,4.322580645,9 days,9
1265,2.709677419,6 days,6
1266,6.64516129,5 days,5
1267,11.74193548,7 days,7
1268,0.5,7 days,7
1269,6,9 days,9
1270,1.677419355,9 days,9
1271,0.5,8 days,8
1272,2,17 days,17
1273,3.419354839,5 days,5
1274,5.161290323,8 days,8
1275,1.806451613,11 days,11
1276,2.096774194,6 days,6
1277,3.193548387,8 days,8
1278,1,8 days,8
1279,0.935483871,6 days,6
1280,4.709677419,13 days,13
1281,0.870967742,3 days,3
1282,1.838709677,5 days,5
1283,3.935483871,4 days,4
1284,1.903225806,4 days,4
1285,3.806451613,16 days,16
1286,0.838709677,10 days,10
1287,1.612903226,9 days,9
1288,0.193548387,9 days,9
1289,4.387096774,11 days,11
1290,2.25,4 days,4
1291,3.25,7 days,7
1292,9.193548387,12 days,12
1293,12.41935484,6 days,6
1294,6.129032258,10 days,10
1295,1.290322581,16 days,16
1296,4.967741935,6 days,6
1297,0,15 days,15
1298,3.129032258,9 days,9
1299,15.93548387,11 days,11
1300,1.451612903,8 days,8
1301,0.870967742,11 days,11
1302,8.774193548,17 days,17
1303,5,15 days,15
1304,60,10 days,10
1305,35.35483871,4 days,4
1306,0,4 days,4
1307,0.333333333,3 days,3
1308,2.064516129,5 days,5
1309,1,10 days,10
1310,0,7 days,7
1311,4.5,5 days,5
1312,0,13 days,13
1313,21.66666667,6 days,6
1314,0.903225806,6 days,6
1315,0,18 days,18
1316,7,9 days,9
1317,2.5,10 days,10
1318,23,15 days,15
1319,7,9 days,9
1320,0,10 days,10
1321,0.5,5 days,5
1322,7,8 days,8
1323,2.322580645,8 days,8
1324,1.741935484,14 days,14
1325,18.32258065,6 days,6
1326,20.12903226,10 days,10
1327,0.935483871,15 days,15
1328,2.35483871,15 days,15
1329,0.806451613,8 days,8
1330,2.967741935,10 days,10
1331,2.35483871,21 days,21
1332,3.548387097,2 days,2
1333,1,7 days,7
1334,2.225806452,9 days,9
1335,3.935483871,6 days,6
1336,35.09677419,8 days,8
1337,1.774193548,10 days,10
1338,0,9 days,9
1339,0.419354839,6 days,6
1340,0.5,13 days,13
1341,3.129032258,9 days,9
1342,1.709677419,8 days,8
1343,0,18 days,18
1344,0.032258065,9 days,9
1345,4.967741935,13 days,13
1346,4.6,8 days,8
1347,2.741935484,14 days,14
1348,13.22580645,8 days,8
1349,1.612903226,8 days,8
1350,0.709677419,5 days,5
1351,0,15 days,15
1352,4.258064516,7 days,7
1353,0.25,5 days,5
1354,9.5,8 days,8
1355,1.25,8 days,8
1356,1.870967742,10 days,10
1357,2,2 days,2
1358,1.870967742,7 days,7
1359,0.677419355,17 days,17
1360,2.612903226,8 days,8
1361,2.193548387,30 days,30
1362,2.838709677,17 days,17
1363,6.322580645,16 days,16
1364,3.129032258,30 days,30
1365,2.064516129,10 days,10
1366,0,7 days,7
1367,0.806451613,17 days,17
1368,6.580645161,18 days,18
1369,0.903225806,26 days,26
1370,2.451612903,5 days,5
1371,0,13 days,13
1372,0.548387097,7 days,7
1373,0.290322581,8 days,8
1374,3.25,15 days,15
1375,0.032258065,6 days,6
1376,3.5,11 days,11
1377,16.64516129,6 days,6
1378,4.290322581,4 days,4
1379,2.419354839,6 days,6
1380,6.516129032,6 days,6
1381,37,10 days,10
1382,2.709677419,6 days,6
1383,6.903225806,7 days,7
1384,1.193548387,3 days,3
1385,3.193548387,9 days,9
1386,1.161290323,13 days,13
1387,1.806451613,12 days,12
1388,0,6 days,6
1389,0,13 days,13
1390,1.838709677,38 days,38
1391,6.322580645,5 days,5
1392,2.225806452,7 days,7
1393,4.935483871,9 days,9
1394,2,8 days,8
1395,0.5,7 days,7
1396,0,6 days,6
1397,0,8 days,8
1398,5,9 days,9
1399,9,8 days,8
1400,1,7 days,7
1401,4,11 days,11
1402,2,5 days,5
1403,12,10 days,10
1404,0,7 days,7
1405,1,5 days,5
1406,0,8 days,8
1407,0,7 days,7
1408,0.258064516,11 days,11
1409,3,10 days,10
1410,1,9 days,9
1411,0.5,4 days,4
1412,0,3 days,3
1413,1.129032258,30 days,30
1414,0,8 days,8
1415,2,16 days,16
1416,0.903225806,1 days,1
1417,4.193548387,7 days,7
1418,1.516129032,7 days,7
1419,1.419354839,8 days,8
1420,3.903225806,11 days,11
1421,2.258064516,6 days,6
1422,15.38709677,12 days,12
1423,3.2,11 days,11
1424,1.580645161,22 days,22
1425,5.483870968,6 days,6
1426,3.25,14 days,14
1427,13.93548387,4 days,4
1428,1.290322581,16 days,16
1429,1.516129032,4 days,4
1430,6.967741935,3 days,3
1431,5,2 days,2
1432,3.666666667,14 days,14
1433,0.666666667,14 days,14
1434,2.666666667,10 days,10
1435,0,12 days,12
1436,1.258064516,5 days,5
1437,18.12903226,9 days,9
1438,1.096774194,9 days,9
1439,0,5 days,5
1440,4.806451613,3 days,3
1441,22.25806452,6 days,6
1442,3.129032258,6 days,6
1443,5.35483871,8 days,8
1444,3.290322581,11 days,11
1445,1.419354839,10 days,10
1446,1.290322581,19 days,19
1447,3.387096774,17 days,17
1448,29.5,11 days,11
1449,1,4 days,4
1450,0.5,5 days,5
1451,11.5,5 days,5
1452,5.5,5 days,5
1453,97.5,6 days,6
1454,2.064516129,26 days,26
1455,2.967741935,7 days,7
1456,25.80645161,5 days,5
1457,3.161290323,5 days,5
1458,6.516129032,9 days,9
1459,2,5 days,5
1460,2.64516129,7 days,7
1461,33.77419355,10 days,10
1462,5.032258065,15 days,15
1463,3.322580645,7 days,7
1464,1,3 days,3
1465,3.161290323,7 days,7
1466,0.451612903,6 days,6
1467,1.096774194,9 days,9
1468,9.322580645,7 days,7
1469,0.5,7 days,7
1470,14.77419355,6 days,6
1471,2.677419355,6 days,6
1472,2.580645161,7 days,7
1473,1,7 days,7
1474,62.35483871,9 days,9
1475,1.290322581,7 days,7
1476,0.612903226,8 days,8
1477,20.61290323,4 days,4
1478,4.548387097,16 days,16
1479,2.129032258,11 days,11
1480,2.870967742,29 days,29
1481,2,9 days,9
1482,2,11 days,11
1483,10.16129032,31 days,31
1484,0,4 days,4
1485,0,9 days,9
1486,0,11 days,11
1487,0,8 days,8
1488,17.66666667,8 days,8
1489,3,5 days,5
1490,0,11 days,11
1491,17.5,19 days,19
1492,0,6 days,6
1493,0,15 days,15
1494,4,9 days,9
1495,7.666666667,9 days,9
1496,1,9 days,9
1497,28,8 days,8
1498,11,10 days,10
1499,1,8 days,8
1500,0,3 days,3
1501,0,14 days,14
1502,0.64516129,8 days,8
1503,3.838709677,4 days,4
1504,10.32258065,8 days,8
1505,2.387096774,4 days,4
1506,18.4516129,11 days,11
1507,5.064516129,8 days,8
1508,3.870967742,13 days,13
1509,10.51612903,9 days,9
1510,3.032258065,15 days,15
1511,15.70967742,15 days,15
1512,5.322580645,10 days,10
1513,3.258064516,11 days,11
1514,37.8,8 days,8
1515,5.580645161,5 days,5
1516,1.612903226,4 days,4
1517,0.225806452,9 days,9
1518,1.225806452,21 days,21
1519,1,10 days,10
1520,3,20 days,20
1521,1.612903226,8 days,8
1522,12.33333333,7 days,7
1523,0.666666667,8 days,8
1524,1.666666667,13 days,13
1525,77.83870968,6 days,6
1526,0.322580645,12 days,12
1527,0.935483871,5 days,5
1528,3.387096774,11 days,11
1529,5.451612903,16 days,16
1530,5.161290323,18 days,18
1531,8.580645161,4 days,4
1532,22.93548387,4 days,4
1533,3.451612903,5 days,5
1534,1.75,14 days,14
1535,1,11 days,11
1536,0.290322581,6 days,6
1537,4,14 days,14
1538,7.903225806,4 days,4
1539,4,6 days,6
1540,12.35483871,5 days,5
1541,2.967741935,10 days,10
1542,1.677419355,3 days,3
1543,5.35483871,4 days,4
1544,1.806451613,8 days,8
1545,1.6,4 days,4
1546,6.806451613,6 days,6
1547,2.774193548,8 days,8
1548,0.612903226,5 days,5
1549,2.225806452,9 days,9
1550,4.258064516,12 days,12
1551,8.225806452,9 days,9
1552,28.33333333,14 days,14
1553,1.870967742,7 days,7
1554,0.967741935,5 days,5
1555,12.80645161,6 days,6
1556,0.322580645,30 days,30
1557,5,12 days,12
1558,6.967741935,9 days,9
1559,17.25,5 days,5
1560,1.032258065,7 days,7
1561,10.6,10 days,10
1562,6.451612903,4 days,4
1563,0.580645161,10 days,10
1564,1.709677419,6 days,6
1565,20.16129032,13 days,13
1566,2.935483871,13 days,13
1567,0.935483871,25 days,25
1568,20.16129032,13 days,13
1569,2.580645161,13 days,13
1570,3.451612903,5 days,5
1571,5.709677419,6 days,6
1572,0.5,13 days,13
1573,5,13 days,13
1574,23.25806452,10 days,10
1575,0,14 days,14
1576,0,3 days,3
1577,5,8 days,8
1578,3,4 days,4
1579,0,14 days,14
1580,0.5,7 days,7
1581,0,8 days,8
1582,0,8 days,8
1583,26.12903226,6 days,6
1584,33.19354839,5 days,5
1585,4.387096774,7 days,7
1586,0.935483871,4 days,4
1587,26.09677419,4 days,4
1588,1.064516129,4 days,4
1589,1.774193548,6 days,6
1590,0.35483871,7 days,7
1591,1.419354839,5 days,5
1592,26.09677419,10 days,10
1593,6.935483871,11 days,11
1594,2.5,5 days,5
1595,1,14 days,14
1596,3,7 days,7
1597,0,8 days,8
1598,0.25,3 days,3
1599,1.935483871,5 days,5
1600,8.064516129,10 days,10
1601,3.967741935,12 days,12
1602,2.225806452,8 days,8
1603,5.806451613,9 days,9
1604,0.032258065,12 days,12
1605,7.548387097,9 days,9
1606,9.064516129,6 days,6
1607,13,20 days,20
1608,2.612903226,12 days,12
1609,7.258064516,8 days,8
1610,5.967741935,6 days,6
1611,1.6,4 days,4
1612,2.258064516,14 days,14
1613,8.741935484,11 days,11
1614,21.83870968,13 days,13
1615,9.838709677,10 days,10
1616,1.096774194,13 days,13
1617,0,13 days,13
1618,0,9 days,9
1619,7.870967742,8 days,8
1620,0,15 days,15
1621,0.75,7 days,7
1622,6.709677419,8 days,8
1623,0.935483871,5 days,5
1624,8.5,11 days,11
1625,15.25806452,30 days,30
1626,1.935483871,12 days,12
1627,17.5,4 days,4
1628,0,5 days,5
1629,0,12 days,12
1630,0.5,4 days,4
1631,10.87096774,5 days,5
1632,2,4 days,4
1633,0.290322581,3 days,3
1634,4.64516129,5 days,5
1635,2.806451613,5 days,5
1636,0.2,5 days,5
1637,13.74193548,8 days,8
1638,8.096774194,8 days,8
1639,1.580645161,7 days,7
1640,2.666666667,8 days,8
1641,3,3 days,3
1642,1.666666667,4 days,4
1643,0.483870968,8 days,8
1644,6.161290323,7 days,7
1645,1.548387097,5 days,5
1646,0,12 days,12
1647,22.25806452,4 days,4
1648,15.51612903,12 days,12
1649,3.258064516,8 days,8
1650,9.5,12 days,12
1651,1.161290323,17 days,17
1652,3.290322581,5 days,5
1653,4.516129032,13 days,13
1654,1.096774194,6 days,6
1655,0.548387097,11 days,11
1656,2.580645161,13 days,13
1657,1.35483871,5 days,5
1658,2.838709677,13 days,13
1659,1.35483871,4 days,4
1660,0.548387097,30 days,30
1661,0.838709677,6 days,6
1662,0.709677419,15 days,15
1663,4.451612903,20 days,20
1664,2.666666667,3 days,3
1665,2.5,2 days,2
1666,0,11 days,11
1667,11.29032258,2 days,2
1668,0.612903226,14 days,14
1669,0,8 days,8
1670,0.666666667,8 days,8
1671,0,9 days,9
1672,2.096774194,8 days,8
1673,0,13 days,13
1674,2.666666667,6 days,6
1675,0,14 days,14
1676,0,8 days,8
1677,2.193548387,28 days,28
1678,0.225806452,10 days,10
1679,2.806451613,12 days,12
1680,2.870967742,17 days,17
1681,2.580645161,7 days,7
1682,4.838709677,7 days,7
1683,1.322580645,5 days,5
1684,6.129032258,5 days,5
1685,10.77419355,16 days,16
1686,1.290322581,3 days,3
1687,7.290322581,11 days,11
1688,1.419354839,4 days,4
1689,9.161290323,13 days,13
1690,1.483870968,7 days,7
1691,0,9 days,9
1692,3.8,10 days,10
1693,5.4,3 days,3
1694,3.064516129,6 days,6
1695,4.129032258,15 days,15
1696,4.870967742,30 days,30
1697,0.064516129,7 days,7
1698,1.935483871,10 days,10
1699,13.38709677,7 days,7
1700,5.806451613,8 days,8
1701,0.451612903,8 days,8
1702,3.032258065,7 days,7
1703,1.548387097,5 days,5
1704,1.666666667,13 days,13
1705,31.33333333,8 days,8
1706,5.774193548,3 days,3
1707,19.06451613,10 days,10
1708,1.677419355,2 days,2
1709,1.2,8 days,8
1710,2.838709677,8 days,8
1711,0.032258065,9 days,9
1712,0.322580645,13 days,13
1713,6.451612903,9 days,9
1714,5.096774194,15 days,15
1715,1.580645161,9 days,9
1716,12.06451613,4 days,4
1717,0,5 days,5
1718,5.516129032,8 days,8
1719,0.967741935,8 days,8
1720,5,15 days,15
1721,12.74193548,9 days,9
1722,3.225806452,7 days,7
1723,6,6 days,6
1724,2.387096774,7 days,7
1725,4.193548387,9 days,9
1726,2.870967742,7 days,7
1727,2.032258065,8 days,8
1728,1.548387097,8 days,8
1729,11.80645161,6 days,6
1730,1.612903226,5 days,5
1731,2.161290323,4 days,4
1732,0.322580645,14 days,14
1733,11.25806452,15 days,15
1734,0.709677419,4 days,4
1735,1.64516129,30 days,30
1736,2.666666667,16 days,16
1737,20.06451613,12 days,12
1738,11.96774194,14 days,14
1739,0,9 days,9
1740,5.741935484,10 days,10
1741,4.806451613,12 days,12
1742,0.903225806,8 days,8
1743,0,10 days,10
1744,1.580645161,11 days,11
1745,73.51612903,7 days,7
1746,25.19354839,3 days,3
1747,3.290322581,12 days,12
1748,17.32258065,12 days,12
1749,7.806451613,5 days,5
1750,5.290322581,9 days,9
1751,3.774193548,30 days,30
1752,7.161290323,3 days,3
1753,1.64516129,9 days,9
1754,1.548387097,9 days,9
1755,0.258064516,7 days,7
1756,3.193548387,12 days,12
1757,0.709677419,9 days,9
1758,0.709677419,10 days,10
1759,3.5,5 days,5
1760,0,8 days,8
1761,0,10 days,10
1762,1,3 days,3
1763,2,9 days,9
1764,1,3 days,3
1765,3,8 days,8
1766,8,10 days,10
1767,0,5 days,5
1768,2,6 days,6
1769,0.2,4 days,4
1770,12.33333333,14 days,14
1771,0,4 days,4
1772,8,7 days,7
1773,0,6 days,6
1774,0.5,6 days,6
1775,1.451612903,10 days,10
1776,2,11 days,11
1777,0.774193548,17 days,17
1778,1.419354839,9 days,9
1779,1.838709677,10 days,10
1780,1.193548387,7 days,7
1781,9.483870968,11 days,11
1782,4.290322581,10 days,10
1783,0,10 days,10
1784,4.419354839,6 days,6
1785,0,9 days,9
1786,8,6 days,6
1787,0.35483871,10 days,10
1788,0.387096774,10 days,10
1789,8.096774194,3 days,3
1790,1.516129032,8 days,8
1791,7.806451613,9 days,9
1792,1.161290323,5 days,5
1793,0.25,4 days,4
1794,3.838709677,10 days,10
1795,3.709677419,30 days,30
1796,1.35483871,6 days,6
1797,2.096774194,7 days,7
1798,0.333333333,10 days,10
1799,8.333333333,7 days,7
1800,1.161290323,12 days,12
1801,1,6 days,6
1802,2.451612903,5 days,5
1803,1.612903226,5 days,5
1804,1.612903226,4 days,4
1805,0.6,8 days,8
1806,6.612903226,12 days,12
1807,0.064516129,6 days,6
1808,1.516129032,7 days,7
1809,1.548387097,6 days,6
1810,4.5,8 days,8
1811,18.35483871,5 days,5
1812,10.48387097,6 days,6
1813,0.193548387,5 days,5
1814,0,16 days,16
1815,2.032258065,3 days,3
1816,3.64516129,8 days,8
1817,0.903225806,8 days,8
1818,28.4516129,5 days,5
1819,12.16129032,16 days,16
1820,3.774193548,14 days,14
1821,3.4,9 days,9
1822,1.161290323,6 days,6
1823,4.322580645,18 days,18
1824,3.322580645,6 days,6
1825,3.580645161,0 days,0
1826,7.677419355,13 days,13
1827,3.193548387,4 days,4
1828,69.93548387,7 days,7
1829,5.967741935,4 days,4
1830,2.064516129,8 days,8
1831,1.677419355,4 days,4
1832,0,14 days,14
1833,34,9 days,9
1834,4.548387097,9 days,9
1835,5.903225806,10 days,10
1836,0.709677419,8 days,8
1837,42.22580645,13 days,13
1838,1.709677419,4 days,4
1839,2.548387097,10 days,10
1840,8.870967742,4 days,4
1841,1.741935484,4 days,4
1842,4.709677419,4 days,4
1843,4.935483871,8 days,8
1844,0.548387097,8 days,8
1845,0,5 days,5
1846,5,9 days,9
1847,2,6 days,6
1848,1,6 days,6
1849,0.5,8 days,8
1850,5.5,6 days,6
1851,0,15 days,15
1852,0,6 days,6
1853,7,8 days,8
1854,0,5 days,5
1855,4,9 days,9
1856,4,7 days,7
1857,4.774193548,8 days,8
1858,40.12903226,12 days,12
1859,0,9 days,9
1860,32,7 days,7
1861,50,7 days,7
1862,6.096774194,15 days,15
1863,1.677419355,4 days,4
1864,1.838709677,4 days,4
1865,11.35483871,4 days,4
1866,14.38709677,7 days,7
1867,0,10 days,10
1868,17.80645161,15 days,15
1869,0,10 days,10
1870,1.967741935,4 days,4
1871,2,6 days,6
1872,0.8,7 days,7
1873,5.2,8 days,8
