sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
234,3/22/20,46.473,"[79.0, 79.0, 78.0, 75.0, 75.0, 72.0, 72.0, 72.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 63.0, 56.0, 55.0, 55.0, 55.0, 55.0, 55.0, 52.0, 52.0, 22.0, 19.0, 16.0, 6.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 3.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 30.0, 3.0, 3.0, 10.0, 3.0, 3.0, 0.0, 0.0, 0.0]",2.548387097,49.375,4 days,4
235,4/23/20,50.47,"[38, 38.0, 38.0, 18.0, 11.0, 58.0, 51.0, 51.0, 51.0, 45.0, 42.0, 39.0]","[0.0, 0.0, 20.0, 7.0, 3.0, 7.0, 0.0, 0.0, 6.0, 3.0, 3.0]",4.454545455,40,4 days,4
236,3/26/20,24.412,"[26.0, 24.0, 24.0, 23.0, 23.0, 22.0, 21.0, 20.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 14.0, 14.0, 14.0, 9.0, 9.0, 7.0, 7.0, 6.0, 6.0, 4.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, -2.0]","[2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 5.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]",0.903225806,12.25,3 days,3
237,4/28/20,47.3,"[39, 37.0, 35.0, 32.0, 29.0, 29.0, 74.0, 72.0]","[2.0, 2.0, 3.0, 3.0, 0.0, 2.0, 2.0]",2,43.375,5 days,5
238,4/7/20,39.365,"[31.0, 30.0, 30.0]","[3.0, 1.0, 0.0]",1.333333333,30.33333333,5 days,5
239,4/17/20,52.173,"[50.0, 48.0, 47.0, 45.0, 45.0, 45.0, 34.0, 34.0, 31.0, 25.0]","[4.0, 2.0, 1.0, 2.0, 0.0, 0.0, 11.0, 0.0, 3.0, 6.0]",2.9,40.4,8 days,8
240,4/21/20,33.09,"[27, 20.0, 19.0, 17.0, 17.0, 17.0, 50.0, 49.0, 44.0, 41.0, 37.0, 37.0, 33.0, 31.0, 31.0]","[7.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 5.0, 3.0, 4.0, 0.0, 4.0, 2.0, 0.0]",2.071428571,31.33333333,5 days,5
241,4/17/20,18.325,"[6.0, 24.0, 23.0, 23.0, 23.0, 23.0, 23.0, 22.0, 21.0, 19.0, 18.0, 18.0, 17.0, 12.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 5.0]",0.928571429,19.42857143,4 days,4
242,4/16/20,45.987,"[5, 5.0, 40.0, 40.0, 38.0, 38.0, 36.0, 34.0, 34.0, 34.0, 33.0, 31.0, 30.0, 22.0, 19.0, 19.0]","[0.0, 10.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 2.0, 1.0, 8.0, 3.0, 0.0]",2.066666667,28.625,1 days,1
243,4/3/20,74.622,"[1.0, 1.0, 1.0, 1.0, -1.0, 66.0, 60.0, 56.0, 54.0, 45.0, 40.0, 34.0, 26.0, 23.0, 22.0, 18.0, 16.0, 13.0, 10.0, 8.0, 0.0, -1.0, -11.0, -11.0, -11.0, -14.0, -15.0, -19.0, -21.0, -22.0, -27.0, -30.0]","[0.0, 0.0, 0.0, 2.0, 7.0, 6.0, 4.0, 2.0, 9.0, 5.0, 6.0, 8.0, 3.0, 1.0, 4.0, 2.0, 3.0, 3.0, 2.0, 8.0, 1.0, 10.0, 0.0, 0.0, 3.0, 1.0, 4.0, 2.0, 1.0, 5.0, 3.0]",3.387096774,9.75,9 days,9
244,4/22/20,88.773,"[29.0, 27.0, 25.0, 24.0, 21.0, 16.0, 101.0, 98.0, 97.0, 96.0, 96.0, 92.0, 89.0, 84.0]","[7.0, 2.0, 2.0, 1.0, 3.0, 5.0, 3.0, 3.0, 1.0, 1.0, 0.0, 4.0, 3.0, 5.0]",2.857142857,63.92857143,9 days,9
245,4/27/20,56.286,"[19, 10.0, 6.0, 6.0, 2.0, 58.0, 54.0, 54.0]","[9.0, 4.0, 0.0, 4.0, 0.0, 4.0, 0.0]",3,26.125,4 days,4
246,4/26/20,74.119,"[7, 2.0, 2.0, 1.0, 69.0, 66.0, 64.0, 56.0]","[5.0, 0.0, 1.0, 6.0, 3.0, 2.0, 8.0]",3.571428571,33.375,3 days,3
247,4/28/20,78.847,"[31, 24.0, 19.0, 11.0, 10.0, 7.0, 82.0, 81.0]","[7.0, 5.0, 8.0, 1.0, 3.0, 3.0, 1.0]",4,33.125,5 days,5
248,4/27/20,41.558,"[13, 12.0, 10.0, 8.0, 8.0, 49.0, 49.0, 46.0]","[1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 3.0]",1.142857143,24.375,4 days,4
249,4/4/20,24.738,"[2, 2.0, 0.0, -2.0, -2.0, -2.0, 22.0, 22.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 16.0, 14.0, 12.0, 12.0, 12.0, 12.0, 10.0, 6.0, 3.0, 3.0, 1.0, -1.0, -1.0, -3.0, -3.0, -3.0, -3.0, -5.0]","[0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 4.0, 3.0, 0.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0]",1,7.5625,5 days,5
250,4/3/20,57.502,"[26, 22.0, 20.0, 14.0, 4.0, 55.0, 51.0, 43.0, 40.0, 40.0, 40.0, 38.0, 37.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 23.0, 23.0, 23.0, 23.0, 15.0, 7.0, -1.0, -19.0, -29.0, -37.0, -47.0, -58.0]","[4.0, 2.0, 6.0, 10.0, 6.0, 4.0, 8.0, 3.0, 0.0, 0.0, 2.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 8.0, 8.0, 8.0, 18.0, 10.0, 8.0, 10.0, 11.0]",4.548387097,17.59375,4 days,4
251,4/4/20,75.987,"[29, 24.0, 22.0, 14.0, 13.0, 12.0, 83.0, 79.0, 77.0, 76.0, 72.0, 66.0, 64.0, 63.0, 57.0, 54.0, 46.0, 45.0, 42.0, 42.0, 38.0, 31.0, 26.0, 18.0, 11.0, 8.0, 1.0, -1.0, -19.0, -24.0, -27.0, -30.0]","[5.0, 2.0, 8.0, 1.0, 1.0, 4.0, 4.0, 2.0, 1.0, 4.0, 6.0, 2.0, 1.0, 6.0, 3.0, 8.0, 1.0, 3.0, 0.0, 4.0, 7.0, 5.0, 8.0, 7.0, 3.0, 7.0, 2.0, 18.0, 5.0, 3.0, 3.0]",4.322580645,31.625,5 days,5
252,4/4/20,15.802,"[2, 1.0, 1.0, 1.0, 1.0, 1.0, 16.0, 16.0, 15.0, 14.0, 14.0, 14.0, 11.0, 10.0, 9.0, 6.0, 5.0, 4.0, 0.0, -1.0, -3.0, -3.0, -7.0, -8.0, -8.0, -9.0, -11.0, -11.0, -11.0, -13.0, -16.0, -16.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 3.0, 1.0, 1.0, 4.0, 1.0, 2.0, 0.0, 4.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 3.0, 0.0]",1.064516129,0.75,5 days,5
253,4/2/20,26.324,"[17, 17.0, 17.0, 17.0, 43.0, 39.0, 39.0, 38.0, 37.0, 37.0, 36.0, 36.0, 36.0, 35.0, 35.0, 34.0, 33.0, 32.0, 28.0, 28.0, 25.0, 24.0, 19.0, 16.0, 16.0, 16.0, 15.0, 13.0, 13.0, 12.0, 11.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 3.0, 1.0, 5.0, 3.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 4.0]",1.161290323,25.65625,3 days,3
254,3/26/20,26.447,"[33.0, 32.0, 31.0, 29.0, 29.0, 27.0, 26.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 20.0, 19.0, 19.0, 18.0, 16.0, 16.0, 16.0, 14.0, 14.0, 14.0, 13.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0]","[1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.838709677,18.75,3 days,3
255,4/3/20,17.699,"[14, 12.0, 12.0, 10.0, 9.0, 26.0, 25.0, 25.0, 23.0, 18.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 16.0, 14.0, 14.0, 14.0, 14.0, 12.0, 12.0, 12.0, 11.0, 10.0, 9.0, 9.0, 9.0, 9.0]","[2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0.709677419,14.8125,4 days,4
256,4/11/20,80.628,"[69.0, 65.0, 59.0, 53.0, 53.0, 52.0, 48.0]","[4.0, 4.0, 6.0, 6.0, 0.0, 1.0, 4.0]",3.571428571,57,5 days,5
257,4/17/20,22.736,"[-3.0, 18.0, 18.0, 17.0, 15.0, 13.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 8.0]","[2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",0.928571429,10.85714286,4 days,4
258,4/6/20,24.52,"[11.0, 10.0, 10.0, 10.0, 9.0, 8.0, 7.0, 7.0, 30.0, 30.0, 29.0, 29.0, 27.0, 26.0, 26.0, 25.0, 24.0, 24.0, 23.0, 23.0, 23.0, 23.0, 23.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1.064516129,15.03125,8 days,8
259,3/30/20,15.866,"[5.0, 20.0, 20.0, 18.0, 18.0, 16.0, 16.0, 16.0, 16.0, 15.0, 14.0, 11.0, 11.0, 11.0, 9.0, 9.0, 9.0, 7.0, 6.0, 5.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, -1.0]","[0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.677419355,8.46875,8 days,8
260,4/13/20,25.467,"[31.0, 31.0, 28.0, 27.0, 25.0, 22.0]","[0.0, 0.0, 3.0, 1.0, 2.0, 3.0]",1.5,27.33333333,8 days,8
261,4/9/20,55.142,"[0, 0.0, 0.0, -15.0, -28.0, -28.0, -28.0, -28.0, -28.0, -30.0, -30.0, 23.0, 19.0, 19.0, 17.0, 11.0, 8.0, 8.0, 2.0, 0.0, -4.0, -11.0, -17.0, -19.0, -19.0, -21.0, -28.0, -34.0, -38.0, -40.0, -44.0, -48.0]","[0.0, 0.0, 15.0, 13.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 4.0, 0.0, 2.0, 6.0, 3.0, 0.0, 6.0, 2.0, 4.0, 7.0, 6.0, 2.0, 0.0, 2.0, 7.0, 6.0, 4.0, 2.0, 4.0, 4.0]",3.322580645,-13.46875,10 days,10
262,4/28/20,149.216,"[38, 36.0, 21.0, 14.0, 13.0, 13.0, 11.0, 11.0, 11.0, 160.0, 159.0]","[2.0, 15.0, 7.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0]",2.8,44.27272727,8 days,8
263,4/17/20,47.922,"[24.0, 23.0, 22.0, 22.0, 22.0, 21.0]","[4.0, 1.0, 1.0, 0.0, 0.0, 1.0]",1.166666667,22.33333333,12 days,12
264,4/24/20,141.88,"[42, 40.0, 30.0, 26.0, 22.0, 10.0, 147.0, 147.0, 143.0, 138.0, 136.0, 134.0]","[2.0, 10.0, 4.0, 4.0, 12.0, 4.0, 0.0, 4.0, 5.0, 2.0, 2.0]",4.454545455,84.58333333,5 days,5
265,4/27/20,46.548,"[25, 22.0, 16.0, 12.0, 9.0, 51.0, 51.0, 45.0]","[3.0, 6.0, 4.0, 3.0, 4.0, 0.0, 6.0]",3.714285714,28.875,4 days,4
266,4/17/20,21.991,"[31.0, 29.0, 27.0, 27.0, 26.0, 25.0, 24.0, 22.0, 21.0, 21.0, 20.0, 19.0, 17.0]","[0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 2.0]",1.076923077,23.76923077,5 days,5
267,4/3/20,58.01,"[0, -1.0, -1.0, -2.0, -2.0, 56.0, 53.0, 50.0, 46.0, 46.0, 46.0, 46.0, 42.0, 36.0, 35.0, 34.0, 34.0, 30.0, 28.0, 25.0, 25.0, 23.0, 22.0, 21.0, 19.0, 17.0, 14.0, 14.0, 14.0, 13.0, 13.0, 13.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 3.0, 4.0, 0.0, 0.0, 0.0, 4.0, 6.0, 1.0, 1.0, 0.0, 4.0, 2.0, 3.0, 0.0, 2.0, 1.0, 1.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1.451612903,25.28125,4 days,4
268,4/2/20,54.316,"[0.0, -9.0, -15.0, -18.0, 34.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0, 27.0, 17.0, 8.0, 1.0, -8.0, -14.0, -26.0, -29.0, -32.0, -38.0, -41.0, -44.0, -47.0, -56.0, -62.0, -68.0, -72.0, -75.0, -84.0, -88.0, -97.0]","[9.0, 6.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0, 10.0, 9.0, 7.0, 9.0, 6.0, 12.0, 3.0, 3.0, 6.0, 3.0, 3.0, 3.0, 9.0, 6.0, 6.0, 4.0, 3.0, 9.0, 4.0, 9.0]",4.870967742,-19.875,4 days,4
269,4/16/20,32.322,"[18.0, 17.0, 17.0, 17.0, 17.0, 15.0, 14.0, 12.0, 9.0, 9.0, 9.0, 9.0, 8.0]","[12.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0]",1.692307692,13.15384615,4 days,4
270,4/6/20,64.057,"[2.0, 2.0, 1.0, -3.0, -5.0, -8.0, -11.0, -12.0, 51.0, 51.0, 51.0, 50.0, 48.0, 47.0, 47.0, 45.0, 44.0, 39.0, 37.0, 36.0, 34.0, 33.0, 30.0, 25.0, 18.0, 14.0, 13.0, 13.0, 13.0, 11.0, 7.0, 6.0]","[0.0, 1.0, 4.0, 2.0, 3.0, 3.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 5.0, 2.0, 1.0, 2.0, 1.0, 3.0, 5.0, 7.0, 4.0, 1.0, 0.0, 0.0, 2.0, 4.0, 1.0]",1.935483871,22.78125,14 days,14
271,4/6/20,91.332,"[0, -3.0, -7.0, -7.0, -8.0, -8.0, -12.0, -13.0, 76.0, 73.0, 71.0, 70.0, 70.0, 68.0, 65.0, 64.0, 63.0, 62.0, 59.0, 57.0, 57.0, 55.0, 55.0, 54.0, 52.0, 34.0, 31.0, 31.0, 31.0, 29.0, 25.0, 20.0]","[3.0, 4.0, 0.0, 1.0, 0.0, 4.0, 1.0, 2.0, 3.0, 2.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0, 2.0, 0.0, 2.0, 0.0, 1.0, 2.0, 18.0, 3.0, 0.0, 0.0, 2.0, 4.0, 5.0]",2.290322581,37.9375,7 days,7
272,4/10/20,30.858,"[41.0, 40.0, 35.0, 34.0, 34.0, 32.0, 32.0, 30.0]","[3.0, 1.0, 5.0, 1.0, 0.0, 2.0, 0.0, 2.0]",1.75,34.75,3 days,3
273,4/6/20,59.402,"[1.0, -3.0, -6.0, -9.0, -11.0, -13.0, -15.0, -16.0, 42.0, 39.0, 39.0, 36.0, 33.0, 31.0, 27.0, 24.0, 18.0, 17.0, 14.0, 13.0, 12.0, 11.0, 9.0, 9.0, 5.0, 4.0, 3.0, -1.0, -1.0, -10.0, -13.0, -13.0]","[4.0, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 0.0, 3.0, 3.0, 2.0, 4.0, 3.0, 6.0, 1.0, 3.0, 1.0, 1.0, 1.0, 2.0, 0.0, 4.0, 1.0, 1.0, 4.0, 0.0, 9.0, 3.0, 0.0]",2.35483871,8.625,14 days,14
274,4/7/20,69.677,"[-4.0, -4.0, -17.0, -19.0, -25.0, -26.0, -26.0, -28.0, -28.0, 39.0, 39.0, 38.0, 38.0, 38.0, 36.0, 36.0, 35.0, 35.0, 35.0, 32.0, 32.0, 27.0, 27.0, 26.0, 26.0, 26.0, 26.0, 20.0, 17.0, 16.0, 16.0, 12.0]","[0.0, 13.0, 2.0, 6.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0, 3.0, 1.0, 0.0, 4.0]",1.709677419,15.46875,12 days,12
275,4/21/20,21.463,"[20.0, 20.0, 17.0, 16.0, 15.0, 12.0]","[0.0, 0.0, 3.0, 1.0, 1.0, 3.0]",1.333333333,16.66666667,16 days,16
276,4/6/20,105.416,"[-7.0, -12.0, -14.0, -21.0, -27.0, -28.0, -28.0, -28.0, 77.0, 72.0, 68.0, 60.0, 50.0, 37.0, 33.0, 21.0, 12.0, 12.0, 12.0, 10.0, 9.0, 9.0, 7.0, 7.0, 6.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0]","[5.0, 2.0, 7.0, 6.0, 1.0, 0.0, 0.0, 0.0, 5.0, 4.0, 8.0, 10.0, 13.0, 4.0, 12.0, 9.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",3.161290323,10.75,11 days,11
277,4/12/20,56.92,"[51.0, 51.0, 43.0, 37.0, 37.0, 36.0, 36.0, 30.0, 30.0]","[0.0, 0.0, 8.0, 6.0, 0.0, 1.0, 0.0, 6.0, 0.0]",2.333333333,39,4 days,4
278,4/1/20,100.985,"[0.0, -2.0, -10.0, 90.0, 90.0, 86.0, 82.0, 82.0, 68.0, 66.0, 64.0, 56.0, 46.0, 44.0, 42.0, 33.0, 33.0, 29.0, 19.0, 19.0, 19.0, 17.0, 17.0, 15.0, 15.0, 11.0, 9.0, 3.0, 3.0, -3.0, -7.0, -14.0]","[2.0, 8.0, 0.0, 0.0, 4.0, 4.0, 0.0, 14.0, 2.0, 2.0, 8.0, 10.0, 2.0, 2.0, 9.0, 0.0, 4.0, 10.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 4.0, 2.0, 6.0, 0.0, 6.0, 4.0, 7.0]",3.677419355,31.9375,9 days,9
279,4/22/20,20.146,"[18.0, 16.0, 16.0, 16.0, 12.0, 12.0]","[3.0, 2.0, 0.0, 0.0, 4.0, 0.0]",1.5,15,17 days,17
280,4/23/20,57.223,"[54.0, 51.0, 47.0, 44.0, 42.0, 39.0]","[3.0, 3.0, 4.0, 3.0, 2.0, 3.0]",3,46.16666667,18 days,18
281,4/9/20,68.018,"[26, 26.0, 22.0, 22.0, 18.0, 12.0, 8.0, 8.0, 7.0, 7.0, 7.0, 71.0, 67.0, 63.0, 63.0, 59.0, 59.0, 59.0, 57.0, 57.0, 57.0, 51.0, 49.0, 49.0, 49.0, 47.0, 45.0, 43.0, 41.0, 37.0, 33.0, 33.0]","[0.0, 4.0, 0.0, 4.0, 6.0, 4.0, 0.0, 1.0, 0.0, 0.0, 4.0, 4.0, 4.0, 0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 6.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 0.0]",1.967741935,39.125,10 days,10
282,4/27/20,22.366,"[6, 6.0, 5.0, 4.0, 2.0, 22.0, 22.0, 21.0]","[0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0]",1,11,4 days,4
283,4/4/20,31.069,"[16, 14.0, 14.0, 13.0, 12.0, 12.0, 41.0, 41.0, 40.0, 39.0, 35.0, 35.0, 35.0, 35.0, 34.0, 33.0, 33.0, 33.0, 29.0, 27.0, 25.0, 25.0, 24.0, 23.0, 22.0, 21.0, 19.0, 19.0, 15.0, 14.0, 13.0, 12.0]","[2.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 4.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 4.0, 1.0, 1.0, 1.0]",1.129032258,25.09375,5 days,5
284,4/28/20,60.619,"[19, 18.0, 11.0, 9.0, 9.0, 9.0, 69.0, 66.0]","[1.0, 7.0, 2.0, 0.0, 0.0, 0.0, 3.0]",1.857142857,26.25,5 days,5
285,4/16/20,28.269,"[36.0, 36.0, 35.0, 35.0, 35.0, 35.0, 32.0, 29.0, 27.0, 26.0, 23.0, 21.0, 18.0, 18.0]","[6.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 3.0, 2.0, 1.0, 3.0, 2.0, 3.0, 0.0]",1.714285714,29,3 days,3
286,3/29/20,16.73,"[16.0, 16.0, 16.0, 13.0, 12.0, 12.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 9.0, 9.0, 8.0, 7.0, 7.0, 7.0, 7.0, 2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0]","[0.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.580645161,5.625,6 days,6
287,4/20/20,38.424,"[13.0, 13.0, 10.0, 9.0, 47.0, 47.0, 46.0, 45.0, 44.0, 36.0, 32.0, 31.0, 29.0, 27.0]","[3.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 8.0, 4.0, 1.0, 2.0, 2.0]",1.928571429,30.64285714,7 days,7
288,4/23/20,40.953,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -4.0, -5.0, 34.0, 31.0, 30.0, 29.0, 26.0, 18.0, 16.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0, 3.0, 8.0, 2.0]",1.6,10.8125,8 days,8
289,3/31/20,13.179,"[12.0, 12.0, 25.0, 25.0, 25.0, 24.0, 20.0, 20.0, 20.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 14.0, 14.0, 14.0, 14.0, 14.0, 10.0, 10.0, 7.0, 7.0, 7.0, 7.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 0.0, 0.0, 0.0, 5.0, 0.0]",0.741935484,14.84375,6 days,6
290,4/9/20,39.531,"[24.0, 19.0, 18.0, 17.0, 15.0, 13.0, 12.0, 8.0, 6.0, 5.0, -5.0, 34.0, 34.0, 34.0, 34.0, 33.0, 33.0, 33.0, 32.0, 29.0, 27.0, 25.0, 23.0, 23.0, 20.0, 19.0, 15.0, 13.0, 12.0, 11.0, 9.0, 8.0]","[5.0, 1.0, 1.0, 2.0, 2.0, 1.0, 4.0, 2.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 4.0, 2.0, 1.0, 1.0, 2.0, 1.0]",1.774193548,19.78125,15 days,15
291,4/24/20,34.739,"[14, 14.0, 14.0, 8.0, 2.0, 34.0, 34.0, 34.0, 34.0, 34.0, 31.0]","[0.0, 0.0, 6.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0]",1.7,23,4 days,4
292,4/25/20,27.118,"[15, 13.0, 10.0, 9.0, 8.0, 6.0, 32.0, 32.0, 29.0, 29.0, 28.0]","[2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 3.0, 0.0, 1.0]",1.4,19.18181818,5 days,5
293,4/15/20,45.161,"[38.0, 37.0, 37.0, 35.0, 33.0, 31.0, 27.0, 26.0, 25.0, 23.0, 21.0, 21.0, 19.0]","[2.0, 1.0, 0.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0, 0.0, 2.0]",1.615384615,28.69230769,3 days,3
294,4/19/20,57.52,"[39, 37.0, 36.0, 34.0, 30.0, 86.0, 84.0, 59.0, 59.0, 59.0, 59.0, 58.0, 58.0, 51.0, 51.0, 49.0]","[2.0, 1.0, 2.0, 4.0, 1.0, 2.0, 25.0, 0.0, 0.0, 0.0, 1.0, 0.0, 7.0, 0.0, 2.0]",3.133333333,53.0625,4 days,4
295,4/24/20,61.075,"[43, 35.0, 32.0, 25.0, 21.0, 19.0, 79.0, 76.0, 72.0, 70.0, 69.0, 67.0]","[8.0, 3.0, 7.0, 4.0, 2.0, 1.0, 3.0, 4.0, 2.0, 1.0, 2.0]",3.363636364,50.66666667,5 days,5
